pc,explained,cumulative
502,0.00042232254698938303,0.8257896640159077
503,0.0004199292541639904,0.8262095932700717
504,0.00041891100174776036,0.8266285042718194
505,0.0004181714577723158,0.8270466757295918
506,0.000417371592425238,0.8274640473220171
507,0.00041666330035806373,0.8278807106223751
508,0.0004156001213197637,0.8282963107436949
509,0.0004142792820189685,0.8287105900257139
510,0.00041192103319515554,0.8291225110589091
511,0.0004113549693006918,0.8295338660282098
512,0.0004100139421055493,0.8299438799703154
513,0.00040755598786536377,0.8303514359581807
514,0.00040711287671909945,0.8307585488348999
515,0.0004061739330637088,0.8311647227679636
516,0.0004053400795182471,0.8315700628474818
517,0.00040389058668120856,0.831973953434163
518,0.00040292856238428095,0.8323768819965474
519,0.00040021610989434076,0.8327770981064417
520,0.00039965241671871765,0.8331767505231604
521,0.0003991700971723168,0.8335759206203327
522,0.0003988318161852868,0.833974752436518
523,0.00039806092054064083,0.8343728133570586
524,0.00039682808185928563,0.8347696414389179
525,0.00039600904246072874,0.8351656504813786
526,0.00039572974093675275,0.8355613802223153
527,0.0003949462550892634,0.8359563264774046
528,0.0003943125306528362,0.8363506390080574
529,0.0003915832102450582,0.8367422222183024
530,0.00039073006757798606,0.8371329522858804
531,0.0003901934395397857,0.8375231457254202
532,0.0003896673302018892,0.837912813055622
533,0.0003881378399943157,0.8383009508956164
534,0.00038759820882083916,0.8386885491044372
535,0.00038646788137014824,0.8390750169858074
536,0.0003863188906824362,0.8394613358764899
537,0.00038473282378212155,0.839846068700272
538,0.00038321440141206114,0.8402292831016841
539,0.00038304938946412935,0.8406123324911482
540,0.00038213861288615087,0.8409944711040344
541,0.00038117189602468834,0.8413756430000591
542,0.0003804264804039938,0.8417560694804631
543,0.0003788981561996777,0.8421349676366627
544,0.0003785760930634595,0.8425135437297262
545,0.0003782196163406242,0.8428917633460669
546,0.00037725145724139335,0.8432690148033083
547,0.0003762474763682915,0.8436452622796766
548,0.0003749422712801021,0.8440202045509567
549,0.0003742662339571031,0.8443944707849138
550,0.0003726609305576914,0.8447671317154715
551,0.00037151740204054373,0.845138649117512
552,0.00037017771146662944,0.8455088268289787
553,0.00036909233904297415,0.8458779191680216
554,0.00036863766979508696,0.8462465568378167
555,0.00036828252913365366,0.8466148393669504
556,0.0003665513818547879,0.8469813907488052
557,0.00036634961431694933,0.8473477403631221
558,0.00036561535786598675,0.847713355720988
559,0.00036505075626288197,0.848078406477251
560,0.0003631535029612957,0.8484415599802123
561,0.0003628376239557963,0.8488043976041681
562,0.0003614172184732062,0.8491658148226413
563,0.0003605380223977864,0.8495263528450391
564,0.00035963466759366536,0.8498859875126328
565,0.00035856049575159023,0.8502445480083843
566,0.0003576853626801061,0.8506022333710644
567,0.0003573443581020408,0.8509595777291665
568,0.0003562127899784571,0.851315790519145
569,0.0003556430675601082,0.851671433586705
570,0.0003542664444876239,0.8520257000311927
571,0.00035375248489984015,0.8523794525160926
572,0.0003532764423404967,0.8527327289584331
573,0.00035288303669925384,0.8530856119951323
574,0.00035176696268681426,0.8534373789578191
575,0.0003504130003288224,0.8537877919581479
576,0.00034979687047327396,0.8541375888286212
577,0.00034898994916638857,0.8544865787777877
578,0.00034718775081811,0.8548337665286058
579,0.0003469798268105015,0.8551807463554163
580,0.0003464597344190101,0.8555272060898353
581,0.00034540568403238533,0.8558726117738678
582,0.000344029392464561,0.8562166411663323
583,0.0003432884394125439,0.8565599296057449
584,0.00034265012617584517,0.8569025797319207
585,0.00034170111859646476,0.8572442808505172
586,0.00034098865392084143,0.857585269504438
587,0.0003402503261409422,0.857925519830579
588,0.00033971306874428284,0.8582652328993232
589,0.00033801593833101927,0.8586032488376543
590,0.0003374824746868089,0.858940731312341
591,0.00033600344138278175,0.8592767347537238
592,0.00033579048367144093,0.8596125252373953
593,0.0003352405699829367,0.8599477658073782
594,0.0003340348533418289,0.86028180066072
595,0.00033352944998338795,0.8606153301107035
596,0.0003324991672366427,0.8609478292779401
597,0.000331868124859814,0.8612796974028
598,0.00033099963328995233,0.86161069703609
599,0.0003294053940969949,0.8619401024301869
600,0.000328752951420494,0.8622688553816075
601,0.0003286597030636593,0.8625975150846711
602,0.0003281000182401084,0.8629256151029112
603,0.0003267883022712098,0.8632524034051824
604,0.00032656365236158927,0.863578967057544
605,0.0003255352359081395,0.8639045022934522
606,0.0003251487899531264,0.8642296510834053
607,0.00032401913427672536,0.864553670217682
608,0.00032292071804779503,0.8648765909357299
609,0.00032194610191032326,0.8651985370376402
610,0.00032139364138442046,0.8655199306790246
611,0.000320931897305376,0.86584086257633
612,0.00032007925771343525,0.8661609418340435
613,0.000318989487139192,0.8664799313211826
614,0.0003184779944864609,0.8667984093156691
615,0.00031778664704003876,0.8671161959627092
616,0.0003169264003383645,0.8674331223630475
617,0.00031572753760198693,0.8677488499006495
618,0.0003152268104770309,0.8680640767111265
619,0.0003143874325534253,0.8683784641436799
620,0.00031412303905962487,0.8686925871827396
621,0.00031323036725132924,0.8690058175499908
622,0.00031281684585640233,0.8693186343958472
623,0.00031139268124521244,0.8696300270770925
624,0.0003111079615096626,0.8699411350386022
625,0.00030993316434992194,0.8702510682029521
626,0.0003088486322178755,0.87055991683517
627,0.000308375984364619,0.8708682928195346
628,0.0003076576756176629,0.8711759504951523
629,0.0003056479219633625,0.8714815984171157
630,0.0003054375914096929,0.8717870360085254
631,0.00030443773693655416,0.8720914737454619
632,0.00030426173219442223,0.8723957354776564
633,0.0003031506712621988,0.8726988861489186
634,0.0003025732898209955,0.8730014594387395
635,0.00030199288944725104,0.8733034523281867
636,0.0003008525748028507,0.8736043049029896
637,0.00030021213664178654,0.8739045170396313
638,0.00029949195010979936,0.8742040089897412
639,0.0002989835421520251,0.8745029925318932
640,0.00029834206430552255,0.8748013345961988
641,0.00029789573803248886,0.8750992303342313
642,0.00029685386556687574,0.8753960841997982
643,0.0002956702380254339,0.8756917544378237
644,0.00029525250651077974,0.8759870069443344
645,0.0002950662617129123,0.8762820732060473
646,0.0002939591984204811,0.8765760324044678
647,0.00029343889743112267,0.876869471301899
648,0.0002919470974000657,0.8771614183992991
649,0.00029175575097298496,0.877453174150272
650,0.0002910044683867798,0.8777441786186588
651,0.00029080098565379596,0.8780349796043126
652,0.00028976305723635374,0.878324742661549
653,0.0002886817275025268,0.8786134243890515
654,0.0002879302800953686,0.8789013546691469
655,0.0002875442162004319,0.8791888988853473
656,0.00028738047117755466,0.879476279356525
657,0.0002865226843441298,0.8797628020408691
658,0.00028610546254032043,0.8800489075034095
659,0.00028541066376882934,0.8803343181671783
660,0.0002849927716906307,0.8806193109388689
661,0.00028420767633600215,0.8809035186152049
662,0.00028365950757636664,0.8811871781227812
663,0.0002830283555489401,0.8814702064783302
664,0.0002825901355184405,0.8817527966138486
665,0.0002811353096139672,0.8820339319234626
666,0.0002807668316878909,0.8823146987551505
667,0.0002797628191879582,0.8825944615743384
668,0.00027909728713473555,0.8828735588614731
669,0.00027844158727942007,0.8831520004487525
670,0.000277021886467477,0.88342902233522
671,0.00027662089347030164,0.8837056432286903
672,0.0002764297394638356,0.8839820729681541
673,0.0002760426611581148,0.8842581156293122
